Clave Estado-Municipio,Clave Estado,Clave Municipio,Estado,Municipio,Grado de Rezago Social 2015,Población 2015,Ranking nacional
29-44,29,44,Tlaxcala,Zacatelco,Bajo,42686,2069
29-33,29,33,Tlaxcala,Tlaxcala,Muy bajo,95051,2389
29-35,29,35,Tlaxcala,Tocatlán,Bajo,5843,1796
29-36,29,36,Tlaxcala,Totolac,Muy bajo,21814,2313
29-37,29,37,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,Medio,8955,994
29-34,29,34,Tlaxcala,Tlaxco,Bajo,42536,1517
29-39,29,39,Tlaxcala,Xaloztoc,Bajo,23905,1918
29-40,29,40,Tlaxcala,Xaltocan,Bajo,10263,1807
29-41,29,41,Tlaxcala,Papalotla de Xicohténcatl,Bajo,30364,1863
29-42,29,42,Tlaxcala,Xicohtzinco,Muy bajo,13629,2182
29-43,29,43,Tlaxcala,Yauhquemehcan,Muy bajo,38296,2269
28-11,28,11,Tamaulipas,Gómez Farías,Bajo,9186,1481
28-20,28,20,Tamaulipas,Mainero,Medio,2493,1277
28-19,28,19,Tamaulipas,Llera,Medio,16555,1114
28-18,28,18,Tamaulipas,Jiménez,Bajo,8165,1811
28-17,28,17,Tamaulipas,Jaumave,Medio,15296,1184
28-16,28,16,Tamaulipas,Hidalgo,Medio,22799,1237
28-15,28,15,Tamaulipas,Gustavo Díaz Ordaz,Bajo,15398,1998
28-14,28,14,Tamaulipas,Guerrero,Muy bajo,4439,2119
28-13,28,13,Tamaulipas,Güémez,Medio,15560,1163
28-12,28,12,Tamaulipas,González,Medio,43757,1321
28-5,28,5,Tamaulipas,Burgos,Medio,4428,1120
28-10,28,10,Tamaulipas,Cruillas,Medio,1937,991
28-9,28,9,Tamaulipas,Ciudad Madero,Muy bajo,209175,2414
28-8,28,8,Tamaulipas,Casas,Alto,4179,742
28-1,28,1,Tamaulipas,Abasolo,Bajo,12100,1801
28-7,28,7,Tamaulipas,Camargo,Muy bajo,15762,2157
28-6,28,6,Tamaulipas,Bustamante,Alto,8062,400
28-4,28,4,Tamaulipas,Antiguo Morelos,Bajo,9902,1541
28-3,28,3,Tamaulipas,Altamira,Muy bajo,235066,2163
28-2,28,2,Tamaulipas,Aldama,Bajo,29183,1454
28-22,28,22,Tamaulipas,Matamoros,Muy bajo,520367,2139
28-21,28,21,Tamaulipas,El Mante,Muy bajo,117648,2220
28-37,28,37,Tamaulipas,Soto la Marina,Medio,25419,1273
28-23,28,23,Tamaulipas,Méndez,Medio,4122,952
28-34,28,34,Tamaulipas,San Carlos,Medio,8723,760
28-24,28,24,Tamaulipas,Mier,Muy bajo,4326,2336
28-43,28,43,Tamaulipas,Xicoténcatl,Bajo,23739,1788
28-42,28,42,Tamaulipas,Villagrán,Medio,6165,1108
28-41,28,41,Tamaulipas,Victoria,Muy bajo,346029,2386
28-40,28,40,Tamaulipas,Valle Hermoso,Bajo,64188,2016
28-39,28,39,Tamaulipas,Tula,Alto,29560,723
28-36,28,36,Tamaulipas,San Nicolás,Alto,1038,484
28-35,28,35,Tamaulipas,San Fernando,Medio,55981,1340
28-38,28,38,Tamaulipas,Tampico,Muy bajo,314418,2413
28-33,28,33,Tamaulipas,Río Bravo,Bajo,126887,2027
28-28,28,28,Tamaulipas,Nuevo Morelos,Bajo,3551,1635
28-25,28,25,Tamaulipas,Miguel Alemán,Muy bajo,27447,2315
28-32,28,32,Tamaulipas,Reynosa,Muy bajo,646202,2279
28-27,28,27,Tamaulipas,Nuevo Laredo,Muy bajo,399431,2335
28-26,28,26,Tamaulipas,Miquihuana,Alto,3555,603
28-29,28,29,Tamaulipas,Ocampo,Medio,13828,1339
28-30,28,30,Tamaulipas,Padilla,Bajo,13927,1847
28-31,28,31,Tamaulipas,Palmillas,Medio,1705,977
27-9,27,9,Tabasco,Jalapa,Bajo,38231,1806
27-1,27,1,Tabasco,Balancán,Bajo,60516,1483
27-3,27,3,Tabasco,Centla,Bajo,110130,1406
27-4,27,4,Tabasco,Centro,Muy bajo,684847,2384
27-5,27,5,Tabasco,Comalcalco,Bajo,201654,1928
27-6,27,6,Tabasco,Cunduacán,Bajo,138504,1670
27-7,27,7,Tabasco,Emiliano Zapata,Muy bajo,30637,2150
27-8,27,8,Tabasco,Huimanguillo,Bajo,188792,1543
27-2,27,2,Tabasco,Cárdenas,Bajo,258554,1709
27-10,27,10,Tabasco,Jalpa de Méndez,Bajo,87249,2036
27-12,27,12,Tabasco,Macuspana,Bajo,165729,1808
27-13,27,13,Tabasco,Nacajuca,Muy bajo,138366,2324
27-14,27,14,Tabasco,Paraíso,Muy bajo,94375,2214
27-15,27,15,Tabasco,Tacotalpa,Medio,48784,1342
27-16,27,16,Tabasco,Teapa,Bajo,58523,1474
27-17,27,17,Tabasco,Tenosique,Bajo,59814,1648
27-11,27,11,Tabasco,Jonuta,Bajo,30567,1462
26-27,26,27,Sonora,Fronteras,Muy bajo,8666,2343
26-21,26,21,Sonora,La Colorada,Bajo,2076,1471
26-22,26,22,Sonora,Cucurpe,Bajo,965,1519
26-23,26,23,Sonora,Cumpas,Muy bajo,6109,2314
26-24,26,24,Sonora,Divisaderos,Bajo,717,2088
26-25,26,25,Sonora,Empalme,Muy bajo,56177,2115
26-26,26,26,Sonora,Etchojoa,Medio,63216,1077
26-31,26,31,Sonora,Huachinera,Bajo,1231,1883
26-28,26,28,Sonora,Granados,Muy bajo,1064,2390
26-29,26,29,Sonora,Guaymas,Bajo,158046,2066
26-30,26,30,Sonora,Hermosillo,Muy bajo,884273,2376
26-19,26,19,Sonora,Cananea,Muy bajo,35892,2428
26-1,26,1,Sonora,Aconchi,Muy bajo,2756,2170
26-33,26,33,Sonora,Huatabampo,Bajo,80524,1562
26-34,26,34,Sonora,Huépac,Muy bajo,927,2329
26-35,26,35,Sonora,Imuris,Muy bajo,12812,2144
26-20,26,20,Sonora,Carbó,Bajo,4840,1829
26-15,26,15,Sonora,Bavispe,Bajo,1457,1680
26-18,26,18,Sonora,Cajeme,Muy bajo,433050,2322
26-17,26,17,Sonora,Caborca,Bajo,85631,2104
26-37,26,37,Sonora,Mazatán,Bajo,1237,2045
26-2,26,2,Sonora,Agua Prieta,Muy bajo,82918,2287
26-3,26,3,Sonora,Alamos,Medio,25694,970
26-4,26,4,Sonora,Altar,Muy bajo,9578,2165
26-5,26,5,Sonora,Arivechi,Medio,1163,945
26-6,26,6,Sonora,Arizpe,Muy bajo,2677,2276
26-7,26,7,Sonora,Atil,Bajo,582,2060
26-8,26,8,Sonora,Bacadéhuachi,Bajo,1083,1938
26-9,26,9,Sonora,Bacanora,Bajo,802,1837
26-10,26,10,Sonora,Bacerac,Bajo,1367,1439
26-11,26,11,Sonora,Bacoachi,Muy bajo,1554,2208
26-12,26,12,Sonora,Bácum,Bajo,23053,1615
26-13,26,13,Sonora,Banámichi,Muy bajo,1612,2382
26-14,26,14,Sonora,Baviácora,Muy bajo,3312,2263
26-16,26,16,Sonora,Benjamín Hill,Bajo,5233,2031
26-36,26,36,Sonora,Magdalena,Muy bajo,31180,2374
26-32,26,32,Sonora,Huásabas,Muy bajo,890,2316
26-38,26,38,Sonora,Moctezuma,Muy bajo,4967,2402
26-56,26,56,Sonora,San Miguel de Horcasitas,Alto,9081,643
26-58,26,58,Sonora,Santa Ana,Muy bajo,16248,2327
26-59,26,59,Sonora,Santa Cruz,Muy bajo,1768,2278
26-61,26,61,Sonora,Soyopa,Bajo,1420,1707
26-62,26,62,Sonora,Suaqui Grande,Bajo,1142,2100
26-63,26,63,Sonora,Tepache,Muy bajo,1230,2261
26-64,26,64,Sonora,Trincheras,Bajo,1577,1418
26-65,26,65,Sonora,Tubutama,Bajo,1193,1812
26-66,26,66,Sonora,Ures,Muy bajo,8704,2206
26-67,26,67,Sonora,Villa Hidalgo,Muy bajo,1523,2236
26-68,26,68,Sonora,Villa Pesqueira,Bajo,1181,2062
26-69,26,69,Sonora,Yécora,Medio,6012,1115
26-70,26,70,Sonora,General Plutarco Elías Calles,ND,16931,ND 
26-71,26,71,Sonora,Benito Juárez,Bajo,21957,1921
26-72,26,72,Sonora,San Ignacio Río Muerto,Bajo,14549,1369
26-39,26,39,Sonora,Naco,Muy bajo,6160,2352
26-57,26,57,Sonora,San Pedro de la Cueva,Bajo,1481,2006
26-60,26,60,Sonora,Sáric,Bajo,1567,2021
26-55,26,55,Sonora,San Luis Río Colorado,Muy bajo,192739,2126
26-47,26,47,Sonora,Pitiquito,Bajo,9514,1994
26-40,26,40,Sonora,Nácori Chico,Medio,2019,1153
26-41,26,41,Sonora,Nacozari de García,Muy bajo,13843,2362
26-42,26,42,Sonora,Navojoa,Bajo,163650,1896
26-43,26,43,Sonora,Nogales,Muy bajo,233952,2368
26-54,26,54,Sonora,San Javier,Bajo,557,1862
26-45,26,45,Sonora,Opodepe,Bajo,2643,1410
26-46,26,46,Sonora,Oquitoa,Muy bajo,372,2254
26-44,26,44,Sonora,Onavas,Bajo,468,1927
26-48,26,48,Sonora,Puerto Peñasco,Muy bajo,62177,2219
26-49,26,49,Sonora,Quiriego,Alto,2839,452
26-50,26,50,Sonora,Rayón,Bajo,1444,1838
26-51,26,51,Sonora,Rosario,Medio,5025,1283
26-52,26,52,Sonora,Sahuaripa,Bajo,5626,1681
26-53,26,53,Sonora,San Felipe de Jesús,Bajo,407,1967
25-9,25,9,Sinaloa,Escuinapa,Bajo,59436,1679
25-1,25,1,Sinaloa,Ahome,Muy bajo,449215,2283
25-2,25,2,Sinaloa,Angostura,Muy bajo,47207,2184
25-3,25,3,Sinaloa,Badiraguato,Alto,31821,663
25-4,25,4,Sinaloa,Concordia,Bajo,27157,1677
25-5,25,5,Sinaloa,Cosalá,Bajo,16292,1473
25-6,25,6,Sinaloa,Culiacán,Muy bajo,905265,2354
25-7,25,7,Sinaloa,Choix,Medio,33027,875
25-8,25,8,Sinaloa,Elota,Bajo,53856,1425
25-13,25,13,Sinaloa,Mocorito,Bajo,45351,1449
25-10,25,10,Sinaloa,El Fuerte,Bajo,100459,1523
25-12,25,12,Sinaloa,Mazatlán,Muy bajo,502547,2351
25-14,25,14,Sinaloa,Rosario,Bajo,53773,1745
25-15,25,15,Sinaloa,Salvador Alvarado,Muy bajo,81109,2357
25-16,25,16,Sinaloa,San Ignacio,Bajo,21442,1419
25-17,25,17,Sinaloa,Sinaloa,Medio,88659,1315
25-18,25,18,Sinaloa,Navolato,Bajo,154352,1503
25-11,25,11,Sinaloa,Guasave,Bajo,295353,1992
24-21,24,21,San Luis Potosí,Mexquitic de Carmona,Bajo,57184,1357
24-16,24,16,San Luis Potosí,Ebano,Bajo,43569,1477
24-17,24,17,San Luis Potosí,Guadalcázar,Alto,26340,458
24-18,24,18,San Luis Potosí,Huehuetlán,Alto,15828,473
24-19,24,19,San Luis Potosí,Lagunillas,Medio,5462,893
24-20,24,20,San Luis Potosí,Matehuala,Muy bajo,99015,2154
24-24,24,24,San Luis Potosí,Rioverde,Bajo,94191,1557
24-22,24,22,San Luis Potosí,Moctezuma,Medio,19539,899
24-23,24,23,San Luis Potosí,Rayón,Medio,15279,878
24-14,24,14,San Luis Potosí,Coxcatlán,Alto,15184,417
24-25,24,25,San Luis Potosí,Salinas,Bajo,31794,1460
24-26,24,26,San Luis Potosí,San Antonio,Alto,9361,266
24-27,24,27,San Luis Potosí,San Ciro de Acosta,Medio,10257,1204
24-15,24,15,San Luis Potosí,Charcas,Medio,20839,1276
24-10,24,10,San Luis Potosí,Ciudad del Maíz,Medio,32867,1019
24-13,24,13,San Luis Potosí,Ciudad Valles,Bajo,177022,1816
24-12,24,12,San Luis Potosí,Tancanhuitz,Alto,20550,304
24-11,24,11,San Luis Potosí,Ciudad Fernández,Bajo,45385,1733
24-9,24,9,San Luis Potosí,Cerro de San Pedro,Bajo,4535,1742
24-8,24,8,San Luis Potosí,Cerritos,Bajo,21288,1692
24-7,24,7,San Luis Potosí,Cedral,Bajo,19176,1872
24-6,24,6,San Luis Potosí,Catorce,Medio,9705,1028
24-5,24,5,San Luis Potosí,Cárdenas,Bajo,18491,1643
24-4,24,4,San Luis Potosí,Armadillo de los Infante,Alto,4064,702
24-3,24,3,San Luis Potosí,Aquismón,Muy alto,48772,104
24-2,24,2,San Luis Potosí,Alaquines,Alto,8296,653
24-1,24,1,San Luis Potosí,Ahualulco,Medio,18369,1128
24-29,24,29,San Luis Potosí,San Martín Chalchicuautla,Alto,21176,444
24-28,24,28,San Luis Potosí,San Luis Potosí,Muy bajo,824229,2353
24-31,24,31,San Luis Potosí,Santa Catarina,Muy alto,11791,80
24-30,24,30,San Luis Potosí,San Nicolás Tolentino,Medio,5176,1158
24-45,24,45,San Luis Potosí,Venado,Medio,14486,1142
24-58,24,58,San Luis Potosí,El Naranjo,Bajo,21955,1662
24-57,24,57,San Luis Potosí,Matlapa,Alto,31109,515
24-56,24,56,San Luis Potosí,Villa de Arista,Medio,15258,1234
24-55,24,55,San Luis Potosí,Zaragoza,Medio,26236,1268
24-54,24,54,San Luis Potosí,Xilitla,Alto,52062,504
24-52,24,52,San Luis Potosí,Villa Juárez,Medio,10048,958
24-51,24,51,San Luis Potosí,Villa Hidalgo,Bajo,14830,1432
24-50,24,50,San Luis Potosí,Villa de Reyes,Bajo,49385,1380
24-49,24,49,San Luis Potosí,Villa de Ramos,Medio,37184,1207
24-48,24,48,San Luis Potosí,Villa de la Paz,Bajo,5227,1781
24-47,24,47,San Luis Potosí,Villa de Guadalupe,Alto,9671,641
24-46,24,46,San Luis Potosí,Villa de Arriaga,Medio,17888,954
24-53,24,53,San Luis Potosí,Axtla de Terrazas,Medio,37645,813
24-44,24,44,San Luis Potosí,Vanegas,Medio,7629,877
24-37,24,37,San Luis Potosí,Tamazunchale,Alto,92291,669
24-43,24,43,San Luis Potosí,Tierra Nueva,Medio,9383,871
24-32,24,32,San Luis Potosí,Santa María del Río,Medio,39859,838
24-33,24,33,San Luis Potosí,Santo Domingo,Bajo,12210,1370
24-34,24,34,San Luis Potosí,San Vicente Tancuayalab,Medio,14700,892
24-35,24,35,San Luis Potosí,Soledad de Graciano Sánchez,Muy bajo,309342,2377
24-36,24,36,San Luis Potosí,Tamasopo,Medio,30087,765
24-38,24,38,San Luis Potosí,Tampacán,Alto,15382,600
24-39,24,39,San Luis Potosí,Tampamolón Corona,Alto,15598,345
24-40,24,40,San Luis Potosí,Tamuín,Bajo,38751,1438
24-41,24,41,San Luis Potosí,Tanlajás,Alto,19750,394
24-42,24,42,San Luis Potosí,Tanquián de Escobedo,Medio,15120,1303
23-1,23,1,Quintana Roo,Cozumel,Muy bajo,86415,2298
23-5,23,5,Quintana Roo,Benito Juárez,Muy bajo,743626,2300
23-2,23,2,Quintana Roo,Felipe Carrillo Puerto,Medio,81742,1103
23-3,23,3,Quintana Roo,Isla Mujeres,Bajo,19495,1576
23-4,23,4,Quintana Roo,Othón P. Blanco,Muy bajo,224080,2207
23-8,23,8,Quintana Roo,Solidaridad,Muy bajo,209634,2158
23-6,23,6,Quintana Roo,José María Morelos,Medio,37502,1118
23-7,23,7,Quintana Roo,Lázaro Cárdenas,Medio,27243,1171
23-9,23,9,Quintana Roo,Tulum,Bajo,32714,1832
23-10,23,10,Quintana Roo,Bacalar,Medio,39111,1250
22-10,22,10,Querétaro,Landa de Matamoros,Medio,17947,965
22-1,22,1,Querétaro,Amealco de Bonfil,Medio,61259,880
22-2,22,2,Querétaro,Pinal de Amoles,Alto,25623,613
22-4,22,4,Querétaro,Cadereyta de Montes,Medio,69549,1031
22-5,22,5,Querétaro,Colón,Bajo,62667,1431
22-6,22,6,Querétaro,Corregidora,Muy bajo,181684,2424
22-7,22,7,Querétaro,Ezequiel Montes,Bajo,40572,1577
22-8,22,8,Querétaro,Huimilpan,Bajo,38295,1478
22-9,22,9,Querétaro,Jalpan de Serra,Medio,26902,1293
22-3,22,3,Querétaro,Arroyo Seco,Bajo,13307,1455
22-11,22,11,Querétaro,El Marqués,Bajo,156275,1999
22-16,22,16,Querétaro,San Juan del Río,Muy bajo,268408,2195
22-18,22,18,Querétaro,Tolimán,Medio,28274,935
22-17,22,17,Querétaro,Tequisquiapan,Bajo,70742,1831
22-12,22,12,Querétaro,Pedro Escobedo,Bajo,68313,1907
22-15,22,15,Querétaro,San Joaquín,Bajo,9480,1363
22-14,22,14,Querétaro,Querétaro,Muy bajo,878931,2367
22-13,22,13,Querétaro,Peñamiller,Medio,20144,926
21-80,21,80,Puebla,Atlequizayan,Alto,2562,383
21-79,21,79,Puebla,Huitziltepec,Bajo,5373,1395
21-69,21,69,Puebla,Huaquechula,Medio,24787,1009
21-78,21,78,Puebla,Huitzilan de Serdán,Alto,15096,278
21-77,21,77,Puebla,Hueytlalpan,Muy alto,5186,73
21-76,21,76,Puebla,Hueytamalco,Medio,25981,781
21-75,21,75,Puebla,Hueyapan,Alto,12897,483
21-74,21,74,Puebla,Huejotzingo,Bajo,73771,1909
21-73,21,73,Puebla,Huehuetlán el Chico,Medio,8443,1302
21-72,21,72,Puebla,Huehuetla,Muy alto,18803,97
21-71,21,71,Puebla,Huauchinango,Medio,103509,1266
21-70,21,70,Puebla,Huatlatlauca,Alto,6317,539
21-66,21,66,Puebla,Guadalupe,Medio,5755,1070
21-68,21,68,Puebla,Hermenegildo Galeana,Alto,7611,312
21-67,21,67,Puebla,Guadalupe Victoria,Medio,16923,1122
21-82,21,82,Puebla,Ixcaquixtla,Bajo,8752,1553
21-65,21,65,Puebla,General Felipe Ángeles,Medio,20511,897
21-64,21,64,Puebla,Francisco Z. Mena,Alto,16677,610
21-63,21,63,Puebla,Esperanza,Medio,14974,1203
21-62,21,62,Puebla,Epatlán,Bajo,4879,1463
21-61,21,61,Puebla,Eloxochitlán,Muy alto,12520,52
21-60,21,60,Puebla,Domingo Arenas,Alto,7421,722
21-59,21,59,Puebla,Chinantla,Medio,2221,1208
21-58,21,58,Puebla,Chilchotla,Alto,20010,358
21-57,21,57,Puebla,Honey,Alto,7857,584
21-81,21,81,Puebla,Ixcamilpa de Guerrero,Alto,3635,581
21-86,21,86,Puebla,Jalpan,Alto,12077,430
21-83,21,83,Puebla,Ixtacamaxtitlán,Alto,24512,598
21-84,21,84,Puebla,Ixtepec,Alto,6975,262
21-55,21,55,Puebla,Chila,Medio,4515,1032
21-107,21,107,Puebla,Olintla,Muy alto,11517,88
21-106,21,106,Puebla,Ocoyucan,Medio,28220,1075
21-105,21,105,Puebla,Ocotepec,Medio,4735,1079
21-104,21,104,Puebla,Nopalucan,Medio,30848,1076
21-103,21,103,Puebla,Nicolás Bravo,Alto,6259,729
21-102,21,102,Puebla,Nealtican,Medio,12442,1148
21-101,21,101,Puebla,Nauzontla,Medio,3294,745
21-100,21,100,Puebla,Naupan,Alto,9974,465
21-99,21,99,Puebla,Cañada Morelos,Medio,19174,794
21-98,21,98,Puebla,Molcaxac,Medio,6352,943
21-97,21,97,Puebla,Mixtla,Bajo,2333,1724
21-96,21,96,Puebla,Mazapiltepec de Juárez,Medio,2826,1188
21-95,21,95,Puebla,La Magdalena Tlatlauquitepec,Bajo,469,1825
21-94,21,94,Puebla,Libres,Bajo,33784,1346
21-93,21,93,Puebla,Lafragua,Medio,7817,883
21-92,21,92,Puebla,Juan N. Méndez,Alto,5192,634
21-91,21,91,Puebla,Juan Galindo,Bajo,10685,1920
21-90,21,90,Puebla,Juan C. Bonilla,Bajo,21253,1574
21-89,21,89,Puebla,Jopala,Alto,12818,431
21-88,21,88,Puebla,Jonotla,Alto,4504,519
21-87,21,87,Puebla,Jolalpan,Alto,13120,682
21-85,21,85,Puebla,Izúcar de Matamoros,Bajo,77601,1743
21-56,21,56,Puebla,Chila de la Sal,Bajo,1362,1383
21-26,21,26,Puebla,Calpan,Medio,14440,1146
21-54,21,54,Puebla,Chignautla,Alto,34196,686
21-13,21,13,Puebla,Altepexi,Medio,21100,1010
21-24,21,24,Puebla,Axutla,Bajo,902,1534
21-23,21,23,Puebla,Atzitzintla,Alto,9344,518
21-22,21,22,Puebla,Atzitzihuacán,Medio,12230,767
21-21,21,21,Puebla,Atzala,Bajo,1326,1605
21-20,21,20,Puebla,Atoyatempan,Medio,7039,1005
21-19,21,19,Puebla,Atlixco,Bajo,134364,1579
21-18,21,18,Puebla,Atexcal,Alto,3679,696
21-17,21,17,Puebla,Atempan,Alto,28306,577
21-16,21,16,Puebla,Aquixtla,Alto,8768,688
21-15,21,15,Puebla,Amozoc,Bajo,117244,1664
21-14,21,14,Puebla,Amixtlán,Alto,4832,342
21-12,21,12,Puebla,Aljojuca,Medio,6521,1168
21-52,21,52,Puebla,Chigmecatitlán,Alto,1137,522
21-11,21,11,Puebla,Albino Zertuche,Medio,1790,1087
21-10,21,10,Puebla,Ajalpan,Alto,65854,257
21-9,21,9,Puebla,Ahuehuetitla,Medio,1803,1219
21-8,21,8,Puebla,Ahuazotepec,Bajo,11269,1621
21-7,21,7,Puebla,Ahuatlán,Medio,3186,757
21-6,21,6,Puebla,Ahuacatlán,Alto,15637,206
21-5,21,5,Puebla,Acteopan,Alto,2989,233
21-4,21,4,Puebla,Acatzingo,Medio,59077,962
21-3,21,3,Puebla,Acatlán,Bajo,35764,1521
21-2,21,2,Puebla,Acateno,Alto,9095,620
21-1,21,1,Puebla,Acajete,Medio,65048,1025
21-25,21,25,Puebla,Ayotoxco de Guerrero,Medio,8558,824
21-109,21,109,Puebla,Pahuatlán,Alto,22002,673
21-27,21,27,Puebla,Caltepec,Alto,3886,650
21-28,21,28,Puebla,Camocuautla,Alto,2624,289
21-51,21,51,Puebla,Chietla,Bajo,34415,1529
21-50,21,50,Puebla,Chichiquila,Alto,25978,187
21-49,21,49,Puebla,Chiconcuautla,Alto,16569,219
21-48,21,48,Puebla,Chiautzingo,Bajo,20441,1411
21-47,21,47,Puebla,Chiautla,Bajo,20155,1452
21-46,21,46,Puebla,Chapulco,Medio,7752,1106
21-45,21,45,Puebla,Chalchicomula de Sesma,Medio,46778,1331
21-44,21,44,Puebla,Cuyoaco,Medio,15704,1224
21-43,21,43,Puebla,Cuetzalan del Progreso,Alto,47983,405
21-42,21,42,Puebla,Cuayuca de Andrade,Alto,3163,646
21-41,21,41,Puebla,Cuautlancingo,Muy bajo,112225,2308
21-40,21,40,Puebla,Cuautinchán,Medio,10179,896
21-39,21,39,Puebla,Cuautempan,Alto,9337,322
21-38,21,38,Puebla,Cuapiaxtla de Madero,Medio,10101,918
21-37,21,37,Puebla,Coyotepec,Medio,2221,1304
21-36,21,36,Puebla,Coyomeapan,Muy alto,13942,126
21-35,21,35,Puebla,Coxcatlán,Medio,20459,957
21-34,21,34,Puebla,Coronango,Bajo,40949,1443
21-33,21,33,Puebla,Cohuecan,Medio,4885,826
21-32,21,32,Puebla,Cohetzala,Medio,1379,1035
21-31,21,31,Puebla,Coatzingo,Medio,2951,931
21-30,21,30,Puebla,Coatepec,Alto,756,366
21-29,21,29,Puebla,Caxhuacan,Alto,3637,608
21-108,21,108,Puebla,Oriental,Medio,18239,1286
21-53,21,53,Puebla,Chignahuapan,Medio,62028,1197
21-110,21,110,Puebla,Palmar de Bravo,Alto,46233,672
21-179,21,179,Puebla,Tlachichuca,Medio,28953,951
21-190,21,190,Puebla,Totoltepec de Guerrero,Medio,1180,1205
21-189,21,189,Puebla,Tochtepec,Medio,21229,1324
21-188,21,188,Puebla,Tochimilco,Alto,17956,609
21-187,21,187,Puebla,Tlaxco,Alto,5345,351
21-186,21,186,Puebla,Tlatlauquitepec,Medio,53498,1100
21-185,21,185,Puebla,Tlapanalá,Medio,8444,1082
21-184,21,184,Puebla,Tlapacoya,Alto,6493,404
21-183,21,183,Puebla,Tlaola,Alto,19982,295
21-182,21,182,Puebla,Tlanepantla,Medio,4957,1107
21-181,21,181,Puebla,Tlaltenango,Bajo,7125,1468
21-180,21,180,Puebla,Tlahuapan,Bajo,40220,1493
21-178,21,178,Puebla,Tlacuilotepec,Alto,16496,437
21-165,21,165,Puebla,Tepemaxalco,Alto,1124,462
21-177,21,177,Puebla,Tlacotepec de Benito Juárez,Alto,52508,574
21-176,21,176,Puebla,Tilapa,Bajo,8547,1608
21-175,21,175,Puebla,Tianguismanalco,Medio,12783,1116
21-174,21,174,Puebla,Teziutlán,Bajo,97590,1714
21-173,21,173,Puebla,Teteles de Avila Castillo,Bajo,5869,1622
21-172,21,172,Puebla,Tetela de Ocampo,Alto,28139,658
21-171,21,171,Puebla,Tepeyahualco de Cuauhtémoc,Bajo,3534,1638
21-170,21,170,Puebla,Tepeyahualco,Medio,16892,955
21-169,21,169,Puebla,Tepexi de Rodríguez,Medio,20598,888
21-168,21,168,Puebla,Tepexco,Alto,6793,414
21-167,21,167,Puebla,Tepetzintla,Muy alto,11622,130
21-191,21,191,Puebla,Tulcingo,Medio,9150,1063
21-192,21,192,Puebla,Tuzamapan de Galeana,Alto,6314,631
21-193,21,193,Puebla,Tzicatlacoyan,Alto,7126,434
21-194,21,194,Puebla,Venustiano Carranza,Medio,29090,1179
21-111,21,111,Puebla,Pantepec,Alto,18102,443
21-217,21,217,Puebla,Zoquitlán,Muy alto,18278,60
21-216,21,216,Puebla,Zoquiapan,Alto,2442,395
21-215,21,215,Puebla,Zongozotla,Alto,4902,441
21-214,21,214,Puebla,Zinacatepec,Medio,16817,1111
21-213,21,213,Puebla,Zihuateutla,Alto,13320,360
21-212,21,212,Puebla,Zautla,Alto,19050,354
21-211,21,211,Puebla,Zaragoza,Bajo,16173,1717
21-210,21,210,Puebla,Zapotitlán de Méndez,Alto,5469,580
21-209,21,209,Puebla,Zapotitlán,Medio,8495,938
21-208,21,208,Puebla,Zacatlán,Medio,82457,1113
21-207,21,207,Puebla,Zacapoaxtla,Medio,55299,887
21-206,21,206,Puebla,Zacapala,Medio,4396,764
21-204,21,204,Puebla,Yaonáhuac,Medio,7943,1072
21-203,21,203,Puebla,Xochitlán Todos Santos,Medio,6336,759
21-202,21,202,Puebla,Xochitlán de Vicente Suárez,Alto,12740,283
21-201,21,201,Puebla,Xochiltepec,Medio,3301,1136
21-200,21,200,Puebla,Xochiapulco,Alto,3357,475
21-199,21,199,Puebla,Xiutetelco,Medio,39959,787
21-198,21,198,Puebla,Xicotlán,Medio,1177,832
21-197,21,197,Puebla,Xicotepec,Medio,81455,1154
21-196,21,196,Puebla,Xayacatlán de Bravo,Medio,1513,1183
21-195,21,195,Puebla,Vicente Guerrero,Muy alto,24660,129
21-166,21,166,Puebla,Tepeojuma,Bajo,8492,1368
21-205,21,205,Puebla,Yehualtepec,Medio,25057,1124
21-164,21,164,Puebla,Tepeaca,Bajo,80507,1480
21-125,21,125,Puebla,San Gregorio Atzompa,Bajo,8962,1981
21-136,21,136,Puebla,San Miguel Xoxtla,Muy bajo,12341,2250
21-135,21,135,Puebla,San Miguel Ixitlán,Alto,477,656
21-134,21,134,Puebla,San Matías Tlalancaleca,Bajo,20175,1689
21-133,21,133,Puebla,San Martín Totoltepec,Bajo,699,1569
21-132,21,132,Puebla,San Martín Texmelucan,Bajo,152051,2012
21-131,21,131,Puebla,San Juan Atzompa,Medio,856,1343
21-130,21,130,Puebla,San Juan Atenco,Medio,3362,1060
21-129,21,129,Puebla,San José Miahuatlán,Medio,13159,1040
21-128,21,128,Puebla,San José Chiapa,Medio,8692,1282
21-127,21,127,Puebla,San Jerónimo Xayacatlán,Medio,3441,933
21-126,21,126,Puebla,San Jerónimo Tecuanipan,Medio,6265,1013
21-124,21,124,Puebla,San Gabriel Chilac,Medio,15763,852
21-138,21,138,Puebla,San Nicolás de los Ranchos,ND,11734,ND 
21-123,21,123,Puebla,San Felipe Tepatlán,Alto,3838,200
21-122,21,122,Puebla,San Felipe Teotlalcingo,Bajo,10456,1540
21-121,21,121,Puebla,San Diego la Mesa Tochimiltzingo,Alto,1198,671
